         Name      z                Ref             OIII1661             OIII1666             NIII1750            CIII1907            CIII1909           NeIII3869             OII3727            OII3729              OIITot                  Hd                  Hg            OIII4363                 Hb           OIII4959           OIII5007                 Ha              NII6584 eOIII1661 eOIII1666 eNIII1750 eCIII1907 eCIII1909 eNeIII3869 eOII3727 eOII3729 eOIITot   eHd   eHg eOIII4363   eHb eOIII4959 eOIII5007   eHa eNII6584
------------- ------ ------------------ -------------------- -------------------- -------------------- ------------------- ------------------- ------------------- ------------------- ------------------ ------------------- ------------------- ------------------- ------------------- ------------------ ------------------ ------------------ ------------------ -------------------- --------- --------- --------- --------- --------- ---------- -------- -------- ------- ----- ----- --------- ----- --------- --------- ----- --------
       CSWA20  1.433          James2014 0.043730044813533764    0.109300970543039                  nan 0.12975376921536447 0.11892953047573543 0.37990539368033444  0.4834379935917666  0.534853567394781 0.48342533976066737                 nan  0.5824642613202891 0.05108326341999715 1.0179594086276977  1.698988375787584  5.054872435105707 3.3566846719296315  0.06065974697085273      0.04      0.04       nan      0.01      0.01       0.02     0.02     0.03     0.2   nan  0.05      0.03  0.07       0.1      0.29   0.2     0.02
Abell_860_359  1.702          Stark2014 0.033101223325241916  0.09155179420191047  0.03291316932238406                 nan                 nan                 nan                 nan                nan   1.234666541475306                 nan                 nan                 nan 1.0183057625897425 2.0659633043371826  6.226730670979337 3.0040571763260986                  nan       nan     0.029       nan       nan       nan        nan      nan      nan     nan   nan   nan       nan  0.03      0.03       0.1  0.03      nan
   Abell_22.3  1.703           Yuan2009                  nan                  nan                  nan                 nan                 nan                 nan                 nan                nan   1.143386404933023                 nan                 nan 0.27617139052412903  1.019055976215585  2.016514800559716 6.5670944340092285  5.090038601956203 0.050593999977741035       nan       nan       nan       nan       nan        nan      nan      nan     0.3   nan   nan       0.1   0.1       0.3       0.3   0.4      nan
        RCSGA 1.7037          Rigby2011                  nan                  nan                  nan                 nan                 nan   8.432065092751888                 nan                nan   78.23717514052798   7.617959626478316   14.39123404077601  1.5981123982988341  34.16084028959407  51.89153410339949 167.22562097969976 119.92383401040023     7.64912453283429       nan       nan       nan       nan       nan        1.3      nan      nan     0.2   1.7   2.0       nan   1.1       1.6       1.4   1.2      1.2
   A1689_31.1    1.8 Christensen2012a,b   3.5215809564500073     8.14087600155702                  nan     5.0872630679699   9.848626616719871   6.564815692680259   9.453017417282474 12.021468147416016   21.47424651974314                 nan    17.3589295998938   6.329735174619261  43.44678961413991  64.06678860904704 215.02625774573778                nan                  nan       0.4       0.3       nan       0.4       0.4        2.5      0.8      0.9     1.7   nan   2.1       1.8   4.9      10.6       5.7   nan      nan
   SMACS_0304  1.963 Christensen2012a,b 0.014691081918159774  0.02413051782326457                  nan                 nan                 nan  0.3035670132411548  0.8873370817390783 1.1901277212677108  2.1281234797872894 0.25992246027207877 0.41626346305417405                 nan 1.0086131254150652 1.3501751912501172  4.752752052646851  3.623769946722937  0.11663343107265353     0.003     0.004       nan       nan       nan        3.8      3.4      3.9    0.02 0.005 0.003       nan 0.002     0.004     0.007 0.001    0.005
    MACS_0451   2.06          Stark2014   0.2535556815748747   0.3799441120565891  0.12460496371881823                 nan                 nan                 nan                 nan                nan  0.6722196808704339                 nan                 nan                 nan  1.042915696553581 1.4269619383444279  4.111756827567228 2.6504385259113556  0.06676654037673974       0.1       0.1       nan       nan       nan        nan      nan      nan     nan   nan   nan       nan   0.1      0.05      0.05  0.16      nan
 COSMOS_12805  2.159         Kojima2017 0.053528224547632404   0.0818993926312767  0.04558991599687093                 nan                 nan                 nan                 nan                nan   2.970345216074836                 nan                 nan                 nan 1.0157256286941314 1.9188169504821613 6.5570456802406945 2.8686841813356625  0.10100549433025592     0.012     0.015       nan       nan       nan        nan      nan      nan     nan   nan   nan       nan   0.3      0.42      0.29  0.05      nan
        BX660  2.174            Erb2016                  0.0  0.23398566416107966                  nan                 nan                 nan                 nan                 nan                nan  0.8959763564797614                 nan                 nan                 nan 1.0193525869430091  3.260043533798228  6.518318714857107 2.8044319240603808  0.07086623486942037       0.0      0.04       nan       nan       nan        nan      nan      nan    0.04   nan   nan       nan   0.2       0.8       0.3   0.2      nan
         BX74  2.189            Erb2016                  0.0  0.13005440056408737                  nan                 nan                 nan                 nan                 nan                nan  1.0323245422257719                 nan                 nan                 nan 1.0143562141703226  2.504384980622175  8.008363233467156  3.491955064389484  0.12110333347616871       0.0      0.01       nan       nan       nan        nan      nan      nan    0.04   nan   nan       nan   0.3      1.52       1.0  0.25     0.03
        BX418  2.305            Erb2016                  0.0  0.15519169365803662                  nan                 nan                 nan                 nan                 nan                nan  0.9253162950332232                 nan                 nan                 nan 1.0183538227335995 2.3409474950843507  6.512287138920972  2.843326627234709  0.15177115495302004       0.0      0.04       nan       nan       nan        nan      nan      nan    0.03   nan   nan       nan   0.2       0.7       0.3   0.2     0.03
    S16-stack  2.396        Steidel2016                0.009                0.025                  nan     0.0804651162791     0.0553488372093      0.306976744186       1.04651162791      1.10697674419                2.15                 nan                 nan                0.06                1.0               1.46               4.37               3.61                 0.35     0.003     0.003       nan     0.006     0.006       0.05     0.05     0.06    0.04   nan   nan       nan  0.02      0.02      0.02  0.02     0.02
  COSMOS-1908 3.0768        Sanders2016                  nan                  nan                  nan                 nan                 nan   1.857534518858909  1.1010050821948743 1.1009959027566838  2.2019918055133676  1.5029924452229888  2.2277189741326207  0.5644550616908421 4.7521196582269205 10.871447097686634 33.517326222462025                nan                  nan       nan       nan       nan       nan       nan       0.21     0.19     0.18    0.37  0.32  0.34      0.14  0.25      0.28       0.7   nan      nan
 the_Lynx_arc  3.357  Villar-Martin2004  0.18952153605111863  0.40000125047811214   0.1887252031194333 0.36464113611215176 0.25002138162843457  0.6987974588213832                 nan                nan  0.2533701300555075                 nan                 nan                 nan 1.0091671694504867 2.6030049508748303  7.565990525844133                nan                  nan      0.02      0.02      0.02       0.1       0.1        0.3      nan      nan     nan   nan   nan       nan   nan       0.3       0.3   nan      nan
