         Name              E(B-V)              eE(B-V)             OIII1661             OIII1666             NIII1750            CIII1907            CIII1909           NeIII3869             OII3727             OII3729             OIITot                  Hd                  Hg             OIII4363  Hb           OIII4959           OIII5007                 Ha              NII6584            eOIII1661            eOIII1666           eNIII1750            eCIII1907           eCIII1909            eNeIII3869              eOII3727             eOII3729              eOIITot                  eHd                   eHg             eOIII4363                   eHb            eOIII4959            eOIII5007                 eHa              eNII6584
------------- ------------------- -------------------- -------------------- -------------------- -------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------ ------------------- ------------------- -------------------- --- ------------------ ------------------ ------------------ -------------------- -------------------- -------------------- ------------------- -------------------- ------------------- --------------------- --------------------- -------------------- -------------------- -------------------- --------------------- --------------------- --------------------- -------------------- -------------------- ------------------- ---------------------
       CSWA20                 0.0  0.13247200022161826  0.06173437468954704   0.1542662202204111                  nan 0.19318159831532486 0.17728894872710554  0.4207829952004345  0.5420794584428787  0.5996384734195583 0.5419809278984469                 nan  0.6105118870664056  0.05338395998705453 1.0 1.6508719839860533  4.886405677939828 2.8689937887493686  0.05177335264466577   0.5377934882906354  0.24485474953631728                 nan   0.1356909336913279 0.13672157292236603   0.13552666286208911   0.14101390795342708   0.1461167213665532     0.27429255904266                  nan    0.1495858455102188   0.35636144413847837   0.17424800896757744    0.236673384108314   0.6140045870165768   0.371164297912763   0.21719353832890184
Abell_860_359                 0.0  0.04078439086020389 0.036510489793599256  0.10097371561597415  0.03632563533953568                 nan                 nan                 nan                 nan                 nan 1.2648999921966428                 nan                 nan                  nan 1.0  2.021732665628856  6.083344220048182 2.8213904844005726                  nan                  nan  0.27288094408271557                 nan                  nan                 nan                   nan                   nan                  nan                  nan                  nan                   nan                   nan   0.09640230338587394  0.15206541115955144   0.4196326990977171 0.20051731801779393                   nan
   Abell_22.3                 0.0  0.27042353174449435                  nan                  nan                  nan                 nan                 nan                 nan                 nan                 nan 1.4904957255235267                 nan                 nan   0.3095391245693128 1.0 1.9328661309476398  6.225172345887686  3.703385102633862 0.036699362874986256                  nan                  nan                 nan                  nan                 nan                   nan                   nan                  nan   0.1939232444728176                  nan                   nan   0.14925928839056074   0.14233701641564805  0.22175974389440786    0.634054400072583  0.3856908530083464                   nan
        RCSGA 0.09158415054219551  0.25527902959685295                  nan                  nan                  nan                 nan                 nan  0.3075614425283948                 nan                 nan 2.9179291767735673  0.2652860247248824  0.4744383553445437  0.05239857818722013 1.0 1.4889059491042367 4.7529231797525915 2.7199926570437922  0.17304124044091987                  nan                  nan                 nan                  nan                 nan 0.0038322076002291826                   nan                  nan  0.01029103245238683 0.004190241360575525  0.003971487804853369                   nan  0.004726802905212561 0.005993527478224122 0.016230026391544077 0.00965697054091893 0.0037170185205578315
   A1689_31.1 0.21324389418526762   0.2964369659930406  0.18526993180932702  0.42806499180146956                  nan 0.30214321755095513  0.5866101213391394 0.19864378185780363  0.2941684079137449 0.37396332539805255 0.6680199573349828                 nan  0.4631856080348567  0.16775308704128244 1.0 1.4383144838635082  4.770865451384148                nan                  nan 0.002061203543949607  0.00212785603732354                 nan 0.002008793457333986 0.00227552531344795  0.003338884118977782 0.0022752408655366788 0.002322145219461712 0.002656959163590975                  nan 0.0025324478406965156 0.0028974342684108937 0.0032692280367366804  0.00413253501997167 0.011245904820813205                 nan                   nan
   SMACS_0304 0.20798736876763335  0.21814114560074005 0.026187592164881132 0.042997791348875436                  nan                 nan                 nan  0.3654587703156712  1.0897090964458211  1.4611883066600069  2.612819690042587 0.30037820729437975 0.45834571334166435                  nan 1.0 1.3151841498730101  4.591047679673161 2.8683988943197356  0.09211061371659665   0.1403873802049731   0.1315382656072019                 nan                  nan                 nan      5.16897721630253     1.591128081730456   1.3684083711274704  0.32592299553647075  0.12229649512960548    0.1285730950425755                   nan   0.16469539330910268   0.1923156082397859    0.547145455097913  0.3524310200912848   0.11416541564806085
    MACS_0451                 0.0 0.015485157796039177  0.24312193441212432   0.3643095154403681  0.11947750343636379                 nan                 nan                 nan                 nan                 nan 0.6445580242888768                 nan                 nan                  nan 1.0 1.3682428436545406  3.942559155217376   2.54137370323411  0.06401911544468687  0.09867814497727515  0.10204984590237524                 nan                  nan                 nan                   nan                   nan                  nan                  nan                  nan                   nan                   nan    0.1356019059878478  0.13967945758530562   0.3810603286707093  0.2879518574586372                   nan
 COSMOS_12805 0.29310244509473643   0.1362016833517219  0.05269949190555624  0.08063141296982998 0.044884085533495544                 nan                 nan                 nan                 nan                 nan  2.924357850351441                 nan                 nan                  nan 1.0 1.8891095156760886 6.4555284370157775 2.8242707482174976  0.09944171090781054 0.019540912830776015 0.028022086661714334                 nan                  nan                 nan                   nan                   nan                  nan                  nan                  nan                   nan                   nan   0.41769554368474876   0.6944767675040336   1.9279328616457956  0.8356146831306632                   nan
        BX660                 0.0  0.08733699424703631                  0.0  0.22954340544991578                  nan                 nan                 nan                 nan                 nan                 nan 0.8789660888258033                 nan                 nan                  nan 1.0  3.198151037782664  6.394567295311665 2.7511892940505907  0.06952082702016277                  nan   0.0597341127367102                 nan                  nan                 nan                   nan                   nan                  nan  0.17686381998283382                  nan                   nan                   nan   0.27747289416594423   1.0048229869667609   1.2886889586679484  0.5743435066763642                   nan
