         Name           O/H           upO/H          lowO/H          O2/H          upO2/H         lowO2/H           met           upmet          lowmet
------------- ------------- --------------- --------------- ------------- --------------- --------------- ------------- --------------- ---------------
       CSWA20 7.03399904545  0.448267323297  0.346241993701  7.9802485767  0.328779748261  0.231057508949 8.03046945311   0.33601960964  0.241589873257
Abell_860_359 7.27776762628  0.131528146828 0.0891494025263 8.00220296283  0.123294033239 0.0903494745404 8.07714085419  0.124179717762 0.0904194991445
   Abell_22.3 7.05568583626  0.265996870209  0.177179813563 7.39176065803  0.185244190866 0.0854134117861 7.56810864216  0.112213826744 0.0713160349582
        RCSGA 7.74865166219 0.0253098361765 0.0330344969043  7.9826988579 0.0237043487094 0.0305428227165 8.18238120059 0.0242644765014 0.0315625323728
   A1689_31.1 6.71933336882 0.0935504573381 0.0275601541413 7.39284299546  0.172446846542  0.144861566821 7.47074346709  0.153671850789 0.0819521722824
   SMACS_0304 7.86570379025  0.231283738239  0.108028949848  8.0252293237 0.0786748240527 0.0666948707819 8.26337246641  0.133322195939 0.0868293902806
    MACS_0451 6.69031111879 0.0707093834499 0.0484651670619 7.34284343311  0.145270169444  0.113048099559 7.42657986938  0.130323085313 0.0855472859927
 COSMOS_12805 7.70838893557  0.184254470075  0.214102717142 8.07442096821  0.173698579414  0.227893669732 8.22982695582  0.177265418164  0.222317138467
        BX660 6.90983413168 0.0985324453862  0.113207615503 7.82000195818  0.120059214111  0.181618818419 7.86939111086  0.116780352661  0.168627967538
         BX74 7.14509354974  0.168798520424  0.176575780423 7.96466355967  0.184599723876  0.315273497571 8.02543251438  0.179735310485  0.290116238965
        BX418 7.01608220654  0.166721753155  0.156184215499 7.90237532612  0.169033399424  0.208752328164 7.95684215158  0.166526520193  0.204088196264
    S16-stack  7.7461449236   0.07209275854 0.0612309739635 7.93382698411 0.0656338265103 0.0601652739509 8.15088450764  0.067239425466 0.0594591264012
  COSMOS-1908 6.78732627754   0.14637179321  0.110179011812 7.90062544597  0.156120020855  0.113446842555 7.93213608019  0.157984044284  0.112140781896
    SGAS_1050  7.4099108563 0.0595248180782 0.0539949931645 8.36211088087 0.0390748552695 0.0321378965087 8.40930177369 0.0387338836649 0.0341941131767
