         Name               O/H                upO/H               lowO/H               O2/H               upO2/H              lowO2/H                met                upmet               lowmet
------------- ----------------- -------------------- -------------------- ------------------ -------------------- -------------------- ------------------ -------------------- --------------------
       CSWA20 7.004302777173426  0.48683789060994354  0.30537915058606835  7.969720531970019   0.3525302380312798  0.23141742842978452   8.01227335997682   0.3639780617564803  0.23138020353963284
Abell_860_359 7.281109543343349  0.11080056995667764  0.08199545544644593   8.00357696671864  0.10308594232514778  0.08624636961907406  8.078561730842573  0.10469578013760739  0.08472594094367114
   Abell_22.3 7.064208256365244   0.3212090700891084  0.18193372715459422 7.3996789515184815  0.14763656792257507  0.11317681489089537  7.576440837393605   0.1047276924655316  0.07926893727774686
        RCSGA 7.751638083627213 0.029581992987507633  0.03173243253895386  7.982062277989362  0.02663579595400911 0.029229405479104464   8.18301980719245  0.02771770955380326 0.030266788469795358
   A1689_31.1  6.74704997700227  0.10686423747419838 0.030953310990330607  7.408923474305752   0.1995084137355505  0.15011486573125588  7.487943189342921  0.18321092576155174  0.09873818328004713
   SMACS_0304 7.882879568316289   0.2574673884721115  0.12396850329821607  8.030673835359128  0.06588241450865873  0.07423915337416442   8.27886000812039  0.13608520628331888   0.0995437889350157
    MACS_0451 6.701408085250408   0.0725533767320865  0.04838027000071321  7.356986155495424   0.1566370234525607   0.1091161782340393 7.4410381998190465  0.14106474783605183  0.08430598329436734
 COSMOS_12805 7.690986009274357   0.1848654681126849  0.22510298460022238  8.056535035110862  0.17749058410688434  0.26849900319651354  8.211183882063448  0.17723613913693193  0.24711946979485155
        BX660 6.914350455182158  0.11194687421510086  0.10132211297898319  7.832843528879133   0.1293026037758196  0.15455468811769268  7.881328675295327  0.13065076945656884  0.14489823280096292
         BX74 7.138633267066172  0.18403080865624766  0.17938846843427925  7.962116558754292   0.1831720195052382    0.336997246218961  8.021314730303953  0.18409297782576672   0.3026222949780406
        BX418 7.023467234852825  0.13342465064978093  0.12706230440410327  7.908048041194737  0.14481622511065417  0.17705823387979258  7.959815098851442  0.14574420793900877  0.16960746224043355
    S16-stack 7.756331781264086  0.05658311577484465  0.06604789764126728  7.938937863943239  0.05746359731490358 0.060388976442870224  8.157998202689154 0.056883900962477085  0.06065193992054674
  COSMOS-1908 6.789684656483285   0.1513326740737302  0.10796826635885814  7.900428449892635  0.14234455304631233  0.13030057047669974  7.933417552036568  0.14192201897885148  0.12866872059463574
 the_Lynx_arc 6.821229575743399  0.33375535149545144   0.2490246101164173  7.789972825172237 0.031988524992764944 0.027596556506820136  7.839447781536178  0.05525198044998625  0.04060840867774207
   SMACS_2031 6.825175904151466 0.050965480978813815  0.04821636623212111   7.61680043026214 0.028782432634366195  0.02697830083621966  7.681781286715404 0.028557701949518233  0.02580303826929864
    SGAS_1050 7.414681086222785  0.06748895955926848  0.05589541406748744    8.3638072084164  0.03992197040624035   0.0334711583297409   8.41136626524537  0.04132023748411662  0.03627539949953196
